split,label,path
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0686.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-191297-A-28.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0183.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0051.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0157.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-58772-A-42.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\3-136288-A-0.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-141563-A-39.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-142593-A-38.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-19872-B-36.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0048.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-161270-A-33.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0044.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0307.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-141584-A-38.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0162.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-199284-A-45.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0030.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0060.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0025.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-260640-C-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-207116-A-23.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\5-244315-A-6.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\5-194930-B-1.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-94355-A-33.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\2-108767-C-9.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-179294-A-46.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\1-101296-B-19.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-119648-C-48.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-188191-C-29.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-223103-A-31.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-68734-A-34.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0020.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0222.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0084.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-235956-A-47.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-110913-A-7.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-78562-A-37.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0074.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0027.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0087.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0550.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0646.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-78651-A-44.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-51805-A-33.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0128.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0150.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0115.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-96654-A-47.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0036.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-162786-A-13.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\4-160999-A-10.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0040.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0064.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-37226-A-29.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0063.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-91359-B-11.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0069.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-81269-A-3.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0013.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-118817-A-32.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-170851-A-31.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-100024-B-27.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0731.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-180337-A-28.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-12653-A-15.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0047.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0075.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0048.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0842.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0044.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0008.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-262579-A-45.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0281.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-18655-A-31.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0680.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0384.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0343.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-221528-A-39.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0243.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-85434-A-27.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-120333-A-32.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-207811-A-35.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0169.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0203.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\3-103050-A-19.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-27166-A-35.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-83934-B-5.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-171118-A-26.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0047.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0084.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-134915-A-30.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-249937-A-22.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-205526-A-23.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-117793-A-37.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0172.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-147297-A-27.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0078.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0107.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0467.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0046.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-198965-A-38.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0122.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-78562-B-37.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0677.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-172179-A-31.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0001.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-223099-A-32.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-251962-A-47.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0263.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-200461-B-11.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0785.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-198373-A-46.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0408.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0358.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-151079-A-20.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0208.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-260011-A-34.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0322.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-152007-A-20.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-218304-A-25.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-94344-A-25.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0016.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-153388-A-31.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-253084-D-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-125418-A-24.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-46040-A-14.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-49098-A-35.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-155858-E-25.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-128465-A-43.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-236288-A-28.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0118.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0064.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-74517-A-37.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-101381-A-33.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-185579-B-41.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0003.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0100.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0103.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-177614-A-5.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-260434-A-39.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0041.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-150979-A-40.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-194899-A-3.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0101.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-117615-B-48.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-140147-A-38.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-117627-A-25.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-250869-A-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-161105-B-47.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-20133-A-39.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0142.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0196.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\4-183487-A-1.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\3-121348-A-9.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0815.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0273.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-167077-B-20.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0433.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0819.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0149.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-253081-A-2.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0004.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0414.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-152895-A-31.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0111.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-102568-A-35.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0062.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0759.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0214.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0702.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-195451-A-44.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-81001-A-30.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-110536-A-26.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0825.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0115.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0065.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-39901-B-11.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0162.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0076.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0018.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-20736-A-18.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-141559-A-45.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0243.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-213915-A-3.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\4-184575-A-0.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0108.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0744.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0080.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-179836-A-34.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-108677-A-18.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\2-120587-A-6.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0488.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-204612-A-31.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-132157-B-11.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0033.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0113.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0795.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-115545-A-48.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-104089-B-22.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0555.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-132383-A-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-130978-A-21.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-133047-B-5.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0019.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-118459-B-32.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-155578-A-14.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0025.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-140199-C-8.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0073.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\4-232495-A-6.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0048.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0043.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0062.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-17295-A-29.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0052.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-188293-B-15.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0028.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0150.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-103995-A-30.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0212.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-77347-A-46.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-17970-A-4.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-49409-A-8.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-50667-A-41.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0419.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\1-26222-A-10.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0451.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0724.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0064.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-16568-A-3.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-66637-A-20.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-95694-A-5.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-182839-A-17.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\4-164859-A-1.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-98193-A-46.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0011.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-191246-B-7.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-208761-A-24.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0010.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0478.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-174860-B-3.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0131.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0248.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-132601-A-24.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0800.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0058.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0028.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0567.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0066.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-198411-C-20.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-76831-C-42.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-250026-B-30.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-76831-A-42.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0155.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-151273-A-35.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0070.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-122820-B-36.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-177957-A-40.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0290.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\2-118964-A-0.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\5-213836-A-9.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0072.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0285.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0558.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0051.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0144.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-168155-A-15.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-155650-B-24.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0201.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0579.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\2-108767-A-9.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-172639-A-5.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0105.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0037.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0003.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0081.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0751.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0161.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\1-40730-A-1.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0034.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-216370-B-41.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0327.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0138.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0017.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-107122-A-33.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-80313-A-28.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0203.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0574.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0172.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0736.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0087.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0139.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0035.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0034.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0064.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-172500-D-27.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0057.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0085.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0038.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0600.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0081.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-104475-A-37.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0036.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-197435-B-22.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-94036-A-22.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-98869-A-46.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0137.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0043.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-133863-A-11.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0119.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-186938-A-44.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0198.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0005.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0627.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-175000-C-40.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-171396-A-24.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-102581-A-29.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0176.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0026.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0717.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-179863-A-43.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0013.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-189833-A-22.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0174.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0271.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-51909-B-42.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0459.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-182710-A-35.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0102.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0309.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0108.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-170574-A-30.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-85909-A-29.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\2-87781-A-10.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0389.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-196671-A-8.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0477.wav
train,outdoor_wind,F:\audio_dataset\ESC-50-master\audio\3-117504-A-16.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0002.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-163607-B-13.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0071.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0475.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0684.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0639.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-119459-A-26.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0542.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-24074-A-43.wav
